link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201538BA,qvdf,202518,650,,,-1,0,-1,1,9,,9,1500_1800,730.205,0.024,730.205,1.585,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,28.791,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,385.884,19.294,385.884,19.294,0.000,0.000,"LINESTRING (-112.365085 33.667419, -112.374149 33.666257)",730.2,0.0,0.0,0.0,0.0,655.7,0,74.5,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.810,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.082,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,730.48,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201539AB,qvdf,650,202524,,,-1,0,-1,1,9,,9,1500_1800,1603.078,22.531,1603.078,1.904,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,63.206,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1017.201,50.860,1017.201,50.860,0.000,0.000,"LINESTRING (-112.374868 33.663357, -112.366450 33.657423)",1580.5,0.0,0.0,0.0,0.0,1760.1,0,-157.0,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1602.69,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
201539BA,qvdf,202524,650,,,-1,0,-1,1,9,,9,1500_1800,1148.372,22.926,1148.372,1.904,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,45.278,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,728.676,36.434,728.676,36.434,0.000,0.000,"LINESTRING (-112.364604 33.660043, -112.373022 33.665977)",1125.4,0.0,0.0,0.0,0.0,1240.4,0,-92.0,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1147.97,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
201540AB,qvdf,202524,202503,,,-1,0,-1,1,4,,4,1500_1800,3954.771,23.691,3954.771,0.626,27.374,0.684,0.879,0.936,500.000,0.000,0.198,0.355,3.000,467.786,1.169,1.195,1.044,0.000,40.000,34.000,0.498,1.000,27.374,22.376,1130.036,41.282,1130.036,41.282,13.031,8.045,"LINESTRING (-112.365493 33.660335, -112.370414 33.660438)",3931.1,0.0,0.0,0.0,0.0,3795.3,0,159.5,40.000,40.000,39.999,39.999,39.999,39.999,39.998,37.998,39.999,39.999,39.999,40.000,40.000,40.000,39.999,39.999,39.999,39.998,39.998,39.998,39.997,39.997,39.997,39.996,39.996,39.996,37.996,39.996,39.997,39.997,39.998,39.998,39.998,39.999,39.999,40.000,39.662,38.647,37.632,36.617,35.602,34.587,35.792,24.866,23.240,31.614,36.791,37.908,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,3956.24,0.00,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,period-based
201540BA,qvdf,202503,202524,,,-1,0,-1,1,4,,4,1500_1800,2789.330,23.994,2789.330,0.538,31.867,0.797,0.620,0.660,500.000,0.000,0.109,0.355,3.000,329.933,1.169,1.195,0.578,0.000,40.000,34.000,0.498,1.000,31.867,26.409,797.023,25.012,797.023,25.012,5.086,1.569,"LINESTRING (-112.370482 33.657234, -112.365561 33.657131)",2765.3,0.0,0.0,0.0,0.0,2685.4,0,103.9,40.000,40.000,39.999,39.999,39.999,39.999,39.998,37.998,39.999,39.999,39.999,40.000,40.000,40.000,39.999,39.999,39.999,39.998,39.998,39.998,39.997,39.997,39.997,39.996,39.996,39.996,37.996,39.996,39.997,39.997,39.997,39.998,39.998,39.999,39.999,40.000,39.708,38.831,37.955,37.078,36.201,35.325,34.448,33.072,28.960,36.067,36.485,38.594,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,2789.48,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201541AB,qvdf,202516,202504,115+04405,US-60-WESTBOUND,1,0,6,1,2,,2,1500_1800,4730.249,110.211,4730.249,0.511,32.307,0.828,0.584,0.560,900.000,0.000,0.088,0.320,3.000,504.328,1.000,1.240,0.375,0.000,39.000,33.150,0.600,1.000,32.307,27.065,1300.866,40.265,1300.866,40.265,6.910,1.024,"LINESTRING (-112.369120 33.655460, -112.372631 33.658162)",4620.0,0.0,0.0,0.0,0.0,4779.2,0,-48.9,39.000,38.999,38.998,38.997,38.996,38.995,38.994,37.044,38.995,38.997,38.998,38.999,39.000,38.999,38.998,38.997,38.996,38.995,38.994,38.993,38.991,38.990,38.989,38.988,38.987,38.986,37.037,38.988,38.989,38.990,38.992,38.993,38.995,38.996,38.998,38.999,38.731,37.924,37.117,36.311,35.504,34.697,33.890,34.000,31.904,34.201,36.001,37.800,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,4733.60,0.00,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,period-based
201541BA,qvdf,202504,202516,115-04403,US-60-EASTBOUND,1,0,11,1,2,,2,1500_1800,4921.817,125.344,4921.817,0.522,31.595,0.810,0.608,0.603,900.000,0.000,0.099,0.331,3.000,542.378,1.000,1.240,0.424,0.000,39.000,33.150,0.600,1.000,31.595,26.429,1353.549,42.839,1353.549,42.839,8.134,2.009,"LINESTRING (-112.374587 33.655622, -112.371076 33.652920)",4796.5,0.0,0.0,0.0,0.0,4924.2,0,-2.4,38.999,38.998,38.996,38.994,38.992,38.990,38.988,37.038,38.991,38.993,38.996,38.998,38.999,38.997,38.995,38.993,38.991,38.989,38.987,38.985,38.983,38.981,38.979,38.977,38.975,38.973,37.027,38.975,38.978,38.981,38.984,38.987,38.989,38.992,38.995,38.998,38.727,37.909,37.092,36.274,35.456,34.638,33.820,32.952,30.670,34.051,35.907,37.763,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,4918.08,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,period-based
201542AB,qvdf,202515,202504,,,-1,0,-1,1,3,,3,1500_1800,2893.888,9.150,2893.888,0.582,33.808,0.867,0.459,0.489,700.000,0.000,0.077,0.355,3.000,342.301,1.169,1.195,0.348,0.000,39.000,33.150,0.498,1.000,33.808,28.262,948.935,28.068,948.935,28.068,3.737,0.000,"LINESTRING (-112.375722 33.652026, -112.372400 33.655839)",2884.7,0.0,0.0,0.0,0.0,2802.9,0,91.0,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.763,38.052,37.341,36.631,35.920,35.209,34.498,34.919,32.998,34.810,36.381,37.953,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,2894.25,0.00,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,period-based
201542BA,qvdf,202504,202515,,,-1,0,-1,1,3,,3,1500_1800,3620.555,9.478,3620.555,0.618,31.849,0.817,0.575,0.612,700.000,0.000,0.113,0.355,3.000,428.254,1.169,1.195,0.508,0.000,39.000,33.150,0.498,1.000,31.849,26.459,1187.216,37.276,1187.216,37.276,6.835,1.463,"LINESTRING (-112.374818 33.657945, -112.378140 33.654132)",3611.1,0.0,0.0,0.0,0.0,3435.2,0,185.4,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.721,37.883,37.045,36.208,35.370,34.532,33.695,33.698,29.524,35.726,35.732,37.693,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,3623.91,0.00,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,period-based
201543AB,qvdf,202504,202503,,,-1,0,-1,1,4,,4,1500_1800,2789.330,23.994,2789.330,0.450,30.648,0.766,0.689,0.733,450.000,0.000,0.105,0.355,3.000,329.933,1.169,1.195,0.691,0.000,40.000,34.000,0.498,1.000,30.648,25.304,640.932,20.913,640.932,20.913,4.889,2.062,"LINESTRING (-112.372769 33.655527, -112.369608 33.657471)",2765.3,0.0,0.0,0.0,0.0,2685.4,0,103.9,40.000,40.000,39.999,39.999,39.999,39.998,39.998,37.998,39.998,39.999,39.999,40.000,40.000,39.999,39.999,39.999,39.998,39.998,39.998,39.997,39.997,39.996,39.996,39.996,39.995,39.995,37.995,39.995,39.996,39.996,39.997,39.997,39.998,39.999,39.999,40.000,39.698,38.791,37.885,36.978,36.072,35.165,36.237,30.522,27.173,36.633,36.181,38.473,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,2789.48,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201543BA,qvdf,202503,202504,,,-1,0,-1,1,4,,4,1500_1800,3954.771,23.691,3954.771,0.528,26.101,0.653,0.976,1.040,450.000,0.000,0.184,0.355,3.000,467.786,1.169,1.195,1.224,0.000,40.000,34.000,0.498,1.000,26.101,21.129,908.727,34.815,908.727,34.815,12.097,8.088,"LINESTRING (-112.371288 33.660201, -112.374449 33.658257)",3931.1,0.0,0.0,0.0,0.0,3795.3,0,159.5,40.000,40.000,39.999,39.999,39.999,39.998,39.998,37.998,39.998,39.999,39.999,40.000,40.000,40.000,39.999,39.999,39.998,39.998,39.998,39.997,39.997,39.996,39.996,39.996,39.995,39.995,37.995,39.995,39.996,39.996,39.997,39.998,39.998,39.999,39.999,40.000,39.640,38.559,37.478,36.398,35.317,34.220,28.969,22.554,21.631,26.317,33.509,37.422,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,3956.24,0.00,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,period-based
201544AB,qvdf,640,202502,,,-1,0,-1,1,9,,9,1500_1800,1397.581,0.465,1397.581,1.785,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,55.104,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,831.561,41.578,831.561,41.578,0.000,0.000,"LINESTRING (-112.348709 33.631984, -112.353725 33.639529)",1397.1,0.0,0.0,0.0,0.0,1142.5,0,255.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1397.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201544BA,qvdf,202502,640,,,-1,0,-1,1,9,,9,1500_1800,1527.304,0.515,1527.304,1.785,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,60.219,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,908.746,45.437,908.746,45.437,0.000,0.000,"LINESTRING (-112.356395 33.637755, -112.351379 33.630210)",1526.8,0.0,0.0,0.0,0.0,1308.6,0,218.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1527.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201546AB,qvdf,645,202782,,,-1,0,-1,1,9,,9,1500_1800,485.980,0.474,485.980,1.527,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,19.161,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,247.422,12.371,247.422,12.371,0.000,0.000,"LINESTRING (-112.331673 33.631479, -112.332921 33.638792)",485.5,0.0,0.0,0.0,0.0,366.0,0,119.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,486.68,0.00,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,period-based
201546BA,qvdf,202782,645,,,-1,0,-1,1,9,,9,1500_1800,629.748,1.015,629.748,1.527,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,24.830,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,320.617,16.031,320.617,16.031,0.000,0.000,"LINESTRING (-112.336081 33.638252, -112.334833 33.630939)",628.7,0.0,0.0,0.0,0.0,384.1,0,245.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,629.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201547AB,qvdf,651,202522,,,-1,0,-1,1,9,,9,1500_1800,0.000,0.000,0.000,2.717,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.353249 33.648495, -112.337547 33.648077)",0.0,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201547BA,qvdf,202522,651,,,-1,0,-1,1,9,,9,1500_1800,0.000,0.000,0.000,2.717,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.337461 33.651281, -112.353163 33.651699)",0.0,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201548AB,qvdf,202512,202521,,,-1,0,-1,1,3,,3,1500_1800,2403.155,0.688,2403.155,0.974,31.893,0.818,0.572,0.609,700.000,0.000,0.178,0.355,2.000,426.382,1.169,1.195,0.504,0.000,39.000,33.150,0.498,1.000,31.893,26.499,1244.185,39.012,1244.185,39.012,7.110,1.480,"LINESTRING (-112.361001 33.638639, -112.360969 33.631127)",2402.5,0.0,0.0,0.0,0.0,2265.9,0,137.3,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.721,37.884,37.048,36.211,35.374,34.537,33.701,33.765,29.600,35.739,35.740,37.696,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,2402.57,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
201548BA,qvdf,202521,202512,,,-1,0,-1,1,3,,3,1500_1800,2196.731,0.415,2196.731,0.949,32.735,0.839,0.523,0.557,700.000,0.000,0.152,0.355,2.000,389.757,1.169,1.195,0.433,0.000,39.000,33.150,0.498,1.000,32.735,27.272,1137.314,34.743,1137.314,34.743,5.581,0.435,"LINESTRING (-112.357763 33.631141, -112.357795 33.638653)",2196.3,0.0,0.0,0.0,0.0,2018.5,0,178.2,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.727,37.907,37.087,36.266,35.446,34.626,33.806,33.126,31.130,34.022,35.889,37.755,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,2196.85,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201549AB,qvdf,202500,202499,115P04402,US-60-WESTBOUND,1,0,3,1,2,,2,1500_1800,5686.154,16.831,5686.154,0.871,32.320,0.829,0.702,0.778,900.000,0.000,0.149,0.370,3.000,700.396,1.446,1.124,0.945,0.000,39.000,33.150,0.154,1.000,32.320,28.939,2667.886,82.546,2667.886,82.546,14.138,2.066,"LINESTRING (-112.342098 33.640291, -112.350237 33.640280)",5669.3,0.0,0.0,0.0,0.0,5842.8,0,-156.6,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.681,37.723,36.766,35.808,34.851,33.893,35.816,31.079,29.711,35.746,34.379,37.152,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,5686.23,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201549BA,qvdf,202499,202500,,,-1,0,-1,1,2,,2,1500_1800,5045.797,17.336,5045.797,0.908,31.010,0.795,0.623,0.675,900.000,0.000,0.186,0.361,3.000,607.206,1.235,1.177,0.634,0.000,39.000,33.150,0.457,1.000,31.010,25.699,2367.438,76.343,2367.438,76.343,15.640,4.927,"LINESTRING (-112.350233 33.637074, -112.342094 33.637085)",5028.5,0.0,0.0,0.0,0.0,5042.3,0,3.5,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,38.710,37.841,36.972,36.104,35.235,34.366,33.497,31.311,27.771,34.538,35.432,37.573,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,5043.49,0.00,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,period-based
